,recipe_name,recipe_link,category
158,Creamy mushroom vol-au-vents,https://www.jamieoliver.com/recipes/vegetables-recipes/creamy-mushroom-vol-au-vents/,vegetables
159,"Squash, Stilton & walnut rolls",https://www.jamieoliver.com/recipes/vegetables-recipes/squash-stilton-walnut-rolls/,vegetables
160,Rudolph’s rocket fuel,https://www.jamieoliver.com/recipes/vegetable-recipes/rudolph-s-rocket-fuel/,vegetables
161,Salt & cinnamon kale crisps,https://www.jamieoliver.com/recipes/vegetables-recipes/salt-cinnamon-kale-crisps/,vegetables
162,Grilled cauliflower with winter pesto,https://www.jamieoliver.com/recipes/vegetables-recipes/grilled-cauliflower-with-winter-pesto/,vegetables
163,Green veggie fritters,https://www.jamieoliver.com/recipes/vegetables-recipes/green-veggie-fritters/,vegetables
164,Sriracha,https://www.jamieoliver.com/recipes/vegetables-recipes/sriracha/,vegetables
165,Homemade vegetable crisps,https://www.jamieoliver.com/recipes/vegetables-recipes/homemade-vegetable-crisps/,vegetables
166,Butternut squashed,https://www.jamieoliver.com/recipes/vegetables-recipes/butternut-squashed/,vegetables
167,Sesame-roasted kale,https://www.jamieoliver.com/recipes/vegetables-recipes/sesame-roasted-kale/,vegetables
168,"Pumpkin, chickpea & coconut curry",https://www.jamieoliver.com/recipes/vegetable-recipes/pumpkin-chickpea-coconut-curry/,vegetables
169,Beetroot dip,https://www.jamieoliver.com/recipes/vegetable-recipes/beetroot-dip/,vegetables
170,Fresh tomato broth,https://www.jamieoliver.com/recipes/vegetables-recipes/fresh-tomato-broth/,vegetables
171,Instant pickled onions,https://www.jamieoliver.com/recipes/vegetables-recipes/instant-pickled-onions/,vegetables
172,South Indian pumpkin pickle,https://www.jamieoliver.com/recipes/vegetables-recipes/south-indian-pumpkin-pickle/,vegetables
173,Kimchi,https://www.jamieoliver.com/recipes/vegetables-recipes/kimchi/,vegetables
174,Quick pickled celery,https://www.jamieoliver.com/recipes/vegetables-recipes/quick-pickled-celery/,vegetables
175,Chilli pickled sweet & sour beets,https://www.jamieoliver.com/recipes/vegetables-recipes/chilli-pickled-sweet-sour-beets/,vegetables
176,Chilli pickle,https://www.jamieoliver.com/recipes/vegetables-recipes/chilli-pickle/,vegetables
177,Lemon roast potatoes,https://www.jamieoliver.com/recipes/vegetables-recipes/lemon-roast-potatoes/,vegetables
178,Onion gravy,https://www.jamieoliver.com/recipes/vegetables-recipes/onion-gravy/,vegetables
179,Skinny homemade houmous,https://www.jamieoliver.com/recipes/vegetables-recipes/skinny-homemade-houmous/,vegetables
180,Refried lentils with eggs & salsa,https://www.jamieoliver.com/recipes/eggs-recipes/refried-lentils-with-eggs-salsa/,vegetables
181,Smoky veggie feijoada,https://www.jamieoliver.com/recipes/vegetables-recipes/smoky-veggie-feijoada/,vegetables
182,Sweet potato muffins,https://www.jamieoliver.com/recipes/vegetables-recipes/sweet-potato-muffins/,vegetables
183,Mega veggie burgers,https://www.jamieoliver.com/recipes/vegetables-recipes/mega-veggie-burgers/,vegetables
184,Veggie enchiladas,https://www.jamieoliver.com/recipes/vegetables-recipes/veggie-enchiladas/,vegetables
185,Tofu &amp; cashew stir-fry,https://www.jamieoliver.com/recipes/vegetables-recipes/tofu-cashew-stir-fry/,vegetables
186,Classic ratatouille,https://www.jamieoliver.com/recipes/vegetables-recipes/classic-ratatouille/,vegetables
187,"Quinoa, feta & broad bean salad",https://www.jamieoliver.com/recipes/vegetables-recipes/quinoa-feta-broad-bean-salad/,vegetables
188,Classic guacamole,https://www.jamieoliver.com/recipes/vegetables-recipes/classic-guacamole/,vegetables
189,Classic tomato salsa,https://www.jamieoliver.com/recipes/vegetables-recipes/classic-tomato-salsa/,vegetables
190,Chargrilled veg kebabs,https://www.jamieoliver.com/recipes/vegetables-recipes/chargrilled-veg-kebabs/,vegetables
191,Michela’s veg &amp; lentil cottage pie,https://www.jamieoliver.com/recipes/vegetables-recipes/michela-s-veg-lentil-cottage-pie/,vegetables
192,Michela’s butter beans &amp; spinach (no cook),https://www.jamieoliver.com/recipes/vegetables-recipes/michela-s-butter-beans-spinach-no-cook/,vegetables
193,"Michela’s cauliflower, apple &amp; sweet potato",https://www.jamieoliver.com/recipes/vegetables-recipes/michela-s-cauliflower-apple-sweet-potato/,vegetables
194,Michela’s blueberries &amp; chickpeas (no cook),https://www.jamieoliver.com/recipes/vegetables-recipes/michela-s-blueberries-chickpeas-no-cook/,vegetables
195,"Michela’s beetroot, almond &amp; ricotta (no cook)",https://www.jamieoliver.com/recipes/vegetables-recipes/michela-s-beetroot-almond-ricotta-no-cook/,vegetables
196,"Michela’s beans, sweetcorn &amp; spinach (no cook)",https://www.jamieoliver.com/recipes/vegetables-recipes/michela-s-beans-sweetcorn-spinach-no-cook/,vegetables
197,Michela’s banana &amp; kale (no cook),https://www.jamieoliver.com/recipes/vegetables-recipes/michela-s-banana-kale-no-cook/,vegetables
198,Kerryann’s hidden vegetable pasta sauce,https://www.jamieoliver.com/recipes/vegetables-recipes/kerryann-s-hidden-vegetable-pasta-sauce/,vegetables
199,Helen’s African sweet potato stew,https://www.jamieoliver.com/recipes/vegetables-recipes/helen-s-african-sweet-potato-stew/,vegetables
200,Helen’s chickpea &amp; spiced spinach smash with sweet potato,https://www.jamieoliver.com/recipes/vegetables-recipes/helen-s-chickpea-spiced-spinach-smash-with-sweet-potato/,vegetables
201,Helen’s avocado &amp; peas with mashed potato,https://www.jamieoliver.com/recipes/vegetables-recipes/helen-s-avocado-peas-with-mashed-potato/,vegetables
202,Helen's butternut squash &amp; coconut stew,https://www.jamieoliver.com/recipes/vegetables-recipes/helen-s-butternut-squash-coconut-stew/,vegetables
203,Vegetable noodle stir-fry,https://www.jamieoliver.com/recipes/vegetables-recipes/vegetable-noodle-stir-fry/,vegetables
204,Simple chopped salad,https://www.jamieoliver.com/recipes/vegetables-recipes/simple-chopped-salad/,vegetables
205,Michela’s easy minestrone,https://www.jamieoliver.com/recipes/vegetables-recipes/michela-s-easy-minestrone/,vegetables
206,Jools’ wholesome veg & bean soup,https://www.jamieoliver.com/recipes/vegetables-recipes/jools-wholesome-veg-and-bean-soup/,vegetables
207,Gennaro’s mini pizzas with hidden veg sauce,https://www.jamieoliver.com/recipes/vegetables-recipes/gennaro-s-mini-pizzas-with-hidden-veg-sauce/,vegetables
208,Baked veggie balls,https://www.jamieoliver.com/recipes/vegetables-recipes/baked-veggie-balls/,vegetables
209,Cypriot-style potato salad,https://www.jamieoliver.com/recipes/vegetables-recipes/cypriot-style-potato-salad/,vegetables
210,Tasty tabbouleh salad,https://www.jamieoliver.com/recipes/vegetables-recipes/tasty-tabbouleh-salad/,vegetables
211,Superfood salad,https://www.jamieoliver.com/recipes/vegetables-recipes/superfood-salad/,vegetables
212,The ultimate spring quiche,https://www.jamieoliver.com/recipes/vegetables-recipes/the-ultimate-spring-quiche/,vegetables
213,Waldorf salad,https://www.jamieoliver.com/recipes/vegetables-recipes/waldorf-salad/,vegetables
214,Roasted fennel &amp; pine nut polpette,https://www.jamieoliver.com/recipes/vegetables-recipes/roasted-fennel-pine-nut-polpette/,vegetables
215,Roast mejadra onions,https://www.jamieoliver.com/recipes/vegetables-recipes/roast-mejadra-onions/,vegetables
216,Baked veggie samosas,https://www.jamieoliver.com/recipes/vegetables-recipes/baked-veggie-samosas/,vegetables
217,Saag paneer,https://www.jamieoliver.com/recipes/vegetables-recipes/saag-paneer/,vegetables
218,Spring rolls,https://www.jamieoliver.com/recipes/vegetables-recipes/spring-rolls/,vegetables
219,Hot &amp; sour soup,https://www.jamieoliver.com/recipes/vegetables-recipes/hot-sour-soup/,vegetables
220,Vegan Chinese noodles,https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-chinese-noodles/,vegetables
221,Vietnamese bun cha with sticky spicy tofu,https://www.jamieoliver.com/recipes/vegetables-recipes/vietnamese-bun-cha-with-sticky-spicy-tofu/,vegetables
222,Brilliant veggie burger,https://www.jamieoliver.com/recipes/vegetables-recipes/brilliant-veggie-burger/,vegetables
223,Vegan winter rolls,https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-winter-rolls/,vegetables
224,Roast peach &amp; Parma ham salad,https://www.jamieoliver.com/recipes/vegetables-recipes/roast-peach-parma-ham-salad/,vegetables
225,Veggie arrosto misto,https://www.jamieoliver.com/recipes/vegetables-recipes/veggie-arrosto-misto/,vegetables
226,Sweet glazed carrots,https://www.jamieoliver.com/recipes/vegetables-recipes/sweet-glazed-carrots/,vegetables
227,Whole roasted cauliflower,https://www.jamieoliver.com/recipes/vegetables-recipes/whole-roasted-cauliflower/,vegetables
228,Vegan mushroom rolls,https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-mushroom-rolls/,vegetables
229,Vegan gravy,https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-gravy/,vegetables
230,Gluten-free veggie pasties,https://www.jamieoliver.com/recipes/vegetables-recipes/gluten-free-veggie-pasties/,vegetables
231,Gluten-free pumpkin pie,https://www.jamieoliver.com/recipes/vegetables-recipes/gluten-free-pumpkin-pie/,vegetables
232,Gluten-free curried veg pie,https://www.jamieoliver.com/recipes/vegetables-recipes/gluten-free-curried-veg-pie/,vegetables
233,Gorgeous gado-gado,https://www.jamieoliver.com/recipes/vegetables-recipes/gorgeous-gado-gado/,vegetables
234,Incredible nut roast,https://www.jamieoliver.com/recipes/vegetables-recipes/incredible-nut-roast/,vegetables
235,The perfect chips,https://www.jamieoliver.com/recipes/vegetables-recipes/the-perfect-chips/,vegetables
236,"Puy lentil, parsnip &amp; walnut salad",https://www.jamieoliver.com/recipes/vegetables-recipes/puy-lentil-parsnip-walnut-salad/,vegetables
237,Sicilian roasted cauliflower &amp; Brussels sprouts,https://www.jamieoliver.com/recipes/vegetables-recipes/sicilian-roasted-cauliflower-brussels-sprouts/,vegetables
238,Vegan beetroot Carpaccio,https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-beetroot-carpaccio/,vegetables
239,"Vegan mushroom, chestnut &amp; cranberry tart",https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-mushroom-chestnut-cranberry-tart/,vegetables
240,Vegetarian nut roast,https://www.jamieoliver.com/recipes/vegetables-recipes/vegetarian-nut-roast/,vegetables
241,Vegan nut roast,https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-nut-roast/,vegetables
242,Vegan dim sum buns,https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-dim-sum-buns/,vegetables
243,Vegan shepherd’s pie,https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-shepherd-s-pie/,vegetables
244,The best vegan burger,https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-vegan-burger/,vegetables
245,My special vegan kofte,https://www.jamieoliver.com/recipes/vegetables-recipes/my-special-vegan-kofte/,vegetables
246,Gluten-free carrot cake,https://www.jamieoliver.com/recipes/vegetables-recipes/gluten-free-carrot-cake/,vegetables
247,Roast carrot &amp; fennel soup,https://www.jamieoliver.com/recipes/vegetables-recipes/roast-carrot-fennel-soup/,vegetables
248,Roast tomato & bread soup,https://www.jamieoliver.com/recipes/vegetables-recipes/roast-tomato-and-bread-soup/,vegetables
249,Winter squash penne,https://www.jamieoliver.com/recipes/vegetables-recipes/butternut-pumpkin-penne-mint-avocado-chopped-salad/,vegetables
250,Candied beet salad,https://www.jamieoliver.com/recipes/vegetables-recipes/candied-beet-salad/,vegetables
251,Summer ratatouille salad,https://www.jamieoliver.com/recipes/vegetables-recipes/summer-ratatouille-salad/,vegetables
252,Potato &amp; cauliflower curry,https://www.jamieoliver.com/recipes/vegetables-recipes/potato-cauliflower-curry/,vegetables
253,Apple & celeriac soup,https://www.jamieoliver.com/recipes/vegetables-recipes/apple-celeriac-soup/,vegetables
254,Tomato carpaccio,https://www.jamieoliver.com/recipes/vegetables-recipes/tomato-carpaccio/,vegetables
255,Kerryann's cheesy potato pie,https://www.jamieoliver.com/recipes/vegetables-recipes/kerryann-s-cheesy-potato-pie/,vegetables
256,Kerryann’s chilli con veggie,https://www.jamieoliver.com/recipes/vegetables-recipes/kerryann-s-chilli-con-veggie/,vegetables
257,Ultimate quesadillas,https://www.jamieoliver.com/recipes/vegetables-recipes/ultimate-quesadillas/,vegetables
258,Mandolin salad,https://www.jamieoliver.com/recipes/vegetables-recipes/mandolin-salad/,vegetables
259,Briam,https://www.jamieoliver.com/recipes/vegetables-recipes/briam/,vegetables
260,Caesar on the lighter side,https://www.jamieoliver.com/recipes/vegetables-recipes/caesar-on-the-lighter-side/,vegetables
261,Garden glut soup,https://www.jamieoliver.com/recipes/vegetables-recipes/garden-glut-soup/,vegetables
262,Rainbow salad wrap,https://www.jamieoliver.com/recipes/vegetables-recipes/rainbow-salad-wrap/,vegetables
263,Posh beans on toast,https://www.jamieoliver.com/recipes/vegetables-recipes/posh-beans-on-toast/,vegetables
264,Zombie brain,https://www.jamieoliver.com/recipes/vegetables-recipes/zombie-brain/,vegetables
265,Giant veg rösti,https://www.jamieoliver.com/recipes/vegetables-recipes/giant-veg-r-sti/,vegetables
266,BBQ baked beans,https://www.jamieoliver.com/recipes/vegetables-recipes/bbq-baked-beans/,vegetables
267,Hungover noodles,https://www.jamieoliver.com/recipes/vegetables-recipes/hungover-noodles/,vegetables
268,Balsamic-dressed cucumber with olives,https://www.jamieoliver.com/recipes/vegetables-recipes/balsamic-dressed-cucumber-with-olives/,vegetables
269,Crunchy carrot pittas,https://www.jamieoliver.com/recipes/vegetables-recipes/crunchy-carrot-pittas/,vegetables
270,Minty yoghurt dip,https://www.jamieoliver.com/recipes/vegetables-recipes/minty-yoghurt-dip/,vegetables
271,Brilliant broccoli,https://www.jamieoliver.com/recipes/vegetables-recipes/brilliant-broccoli/,vegetables
272,Indian pani puri,https://www.jamieoliver.com/recipes/vegetables-recipes/indian-pani-puri/,vegetables
273,Beautiful veggie moussaka,https://www.jamieoliver.com/recipes/vegetables-recipes/beautiful-veggie-moussaka/,vegetables
274,Greek vegetable kebabs,https://www.jamieoliver.com/recipes/vegetables-recipes/greek-vegetable-kebabs/,vegetables
275,Bad-ass cheesy corn on the cob,https://www.jamieoliver.com/recipes/vegetables-recipes/bad-ass-cheesy-corn-on-the-cob/,vegetables
276,Corn salsa,https://www.jamieoliver.com/recipes/vegetables-recipes/corn-salsa/,vegetables
277,Root vegetable salad,https://www.jamieoliver.com/recipes/vegetables-recipes/root-vegetable-salad/,vegetables
278,Simple lemony spring greens,https://www.jamieoliver.com/recipes/vegetables-recipes/simple-lemony-spring-greens/,vegetables
279,Lincolnshire Poacher pie,https://www.jamieoliver.com/recipes/vegetables-recipes/lincolnshire-poacher-pie/,vegetables
280,Smoky mixed-potato wedges,https://www.jamieoliver.com/recipes/vegetables-recipes/smoky-mixed-potato-wedges/,vegetables
281,Gorgeous roast vegetables,https://www.jamieoliver.com/recipes/vegetables-recipes/gorgeous-roast-vegetables/,vegetables
282,BBQ sauce,https://www.jamieoliver.com/recipes/vegetables-recipes/bbq-sauce/,vegetables
283,Brussels in a hustle,https://www.jamieoliver.com/recipes/vegetable-recipes/brussels-with-hustle/,vegetables
284,Zingy fat-free dressing,https://www.jamieoliver.com/recipes/vegetables-recipes/zingy-fat-free-dressing/,vegetables
285,The best cauliflower & broccoli cheese,https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-cauliflower-broccoli-cheese/,vegetables
286,Michela Chiappa’s zucchini salad,https://www.jamieoliver.com/recipes/vegetables-recipes/michela-chiappa-s-zucchini-salad/,vegetables
287,Gorgeous Greek salad,https://www.jamieoliver.com/recipes/vegetables-recipes/gorgeous-greek-salad/,vegetables
288,The best basil pesto,https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-basil-pesto/,vegetables
289,Rosemary roasted Jersey Royals,https://www.jamieoliver.com/recipes/vegetables-recipes/rosemary-roasted-jersey-royals/,vegetables
290,Neeps & tatties,https://www.jamieoliver.com/recipes/vegetables-recipes/neeps-tatties/,vegetables
291,Mushroom soup,https://www.jamieoliver.com/recipes/vegetables-recipes/mushroom-soup-with-stilton-apple-walnut-cro-tes/,vegetables
292,Keralan veggie curry,https://www.jamieoliver.com/recipes/vegetable-recipes/keralan-veggie-curry-with-poppadoms-rice-minty-yoghurt/,vegetables
293,Falafel wraps,https://www.jamieoliver.com/recipes/vegetables-recipes/falafel-wraps-with-grilled-veg-salsa/,vegetables
294,Veggie chilli,https://www.jamieoliver.com/recipes/vegetables-recipes/veggie-chilli/,vegetables
295,Mushroom and squash vegetarian Wellington,https://www.jamieoliver.com/recipes/vegetables-recipes/mushroom-and-squash-vegetarian-wellington/,vegetables
296,"Warm aubergine, pomegranate and harissa salad",https://www.jamieoliver.com/recipes/vegetables-recipes/warm-aubergine-pomegranate-and-harissa-salad/,vegetables
297,Boulangère potatoes,https://www.jamieoliver.com/recipes/potato-recipes/boulangere-potatoes/,vegetables
298,Mexican-style barbecued corn,https://www.jamieoliver.com/recipes/vegetables-recipes/mexican-style-barbecued-corn/,vegetables
299,Smoky veg bruschetta with chilli,https://www.jamieoliver.com/recipes/vegetables-recipes/smoky-veg-bruschetta-with-chilli/,vegetables
300,Corn chowder with a homemade chilli cracker,https://www.jamieoliver.com/recipes/vegetables-recipes/corn-chowder-with-a-homemade-chilli-cracker/,vegetables
301,Chunky squash and chickpea soup,https://www.jamieoliver.com/recipes/vegetables-recipes/chunky-squash-and-chickpea-soup/,vegetables
302,"Sweet leek, ricotta and tomato lasagne",https://www.jamieoliver.com/recipes/vegetables-recipes/sweet-leek-ricotta-and-tomato-lasagne/,vegetables
303,Steamed vegetables with flavoured butters,https://www.jamieoliver.com/recipes/vegetables-recipes/steamed-vegetables-with-flavoured-butters/,vegetables
304,Creamy mushroom soup,https://www.jamieoliver.com/recipes/soup-recipes/creamy-mushroom-soup/,vegetables
305,DIY party combos - Greek style,https://www.jamieoliver.com/recipes/vegetables-recipes/diy-party-combos-greek-style/,vegetables
306,"New potato salad with soured cream, chives and pancetta",https://www.jamieoliver.com/recipes/vegetables-recipes/new-potato-salad-with-soured-cream-chives-and-pancetta/,vegetables
307,"Summer four-grain salad with garlic, lemon and herbs",https://www.jamieoliver.com/recipes/vegetables-recipes/summer-four-grain-salad-with-garlic-lemon-and-herbs/,vegetables
308,Aubergine lasagne,https://www.jamieoliver.com/recipes/vegetables-recipes/aubergine-lasagne/,vegetables
309,Gennaro's beautiful leftover bruschetta,https://www.jamieoliver.com/recipes/vegetables-recipes/gennaro-s-beautiful-leftover-bruschetta/,vegetables
310,Lovely tomato & rose petal harissa,https://www.jamieoliver.com/recipes/vegetables-recipes/lovely-tomato-and-rose-petal-harissa/,vegetables
311,'Full of veg' tomato sauce,https://www.jamieoliver.com/recipes/vegetables-recipes/full-of-veg-tomato-sauce/,vegetables
312,Warm winter salad of radicchio with wild rocket and feta,https://www.jamieoliver.com/recipes/vegetables-recipes/warm-winter-salad-of-radicchio-with-wild-rocket-and-feta/,vegetables
313,Italian style baked cheesy mushrooms,https://www.jamieoliver.com/recipes/vegetables-recipes/italian-style-baked-cheesy-mushrooms/,vegetables
314,'Abundance' tomato soup with basil oil,https://www.jamieoliver.com/recipes/vegetables-recipes/-abundance-tomato-soup-with-basil-oil/,vegetables
315,Mushrooms 'fish and chips style' with posh vinegar,https://www.jamieoliver.com/recipes/vegetables-recipes/mushrooms-fish-and-chips-style-with-posh-vinegar/,vegetables
316,Radish and coriander pickle,https://www.jamieoliver.com/recipes/vegetables-recipes/radish-and-coriander-pickle/,vegetables
317,Jamie's piccalilli,https://www.jamieoliver.com/recipes/vegetables-recipes/jamie-s-piccalilli/,vegetables
318,The best broad bean salad,https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-broad-bean-salad/,vegetables
319,Keralan tomato salad with curry leaves,https://www.jamieoliver.com/recipes/vegetables-recipes/keralan-tomato-salad-with-curry-leaves/,vegetables
320,Squash laksa cups,https://www.jamieoliver.com/recipes/vegetables-recipes/squash-laksa-cups/,vegetables
321,"New potato salad with shallots, parsley and vinaigrette",https://www.jamieoliver.com/recipes/vegetables-recipes/new-potato-salad-with-shallots-parsley-and-vinaigrette/,vegetables
322,New potato salad with garlic mayonnaise and cress,https://www.jamieoliver.com/recipes/vegetables-recipes/new-potato-salad-with-garlic-mayonnaise-and-cress/,vegetables
323,New potato salad with crème fraîche and mint,https://www.jamieoliver.com/recipes/vegetables-recipes/new-potato-salad-with-cr-me-fra-che-and-mint/,vegetables
324,The best aloo gobi,https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-aloo-gobi/,vegetables
325,Winter crunch salad with a mind-blowing sauce,https://www.jamieoliver.com/recipes/vegetables-recipes/winter-crunch-salad-with-a-mind-blowing-sauce/,vegetables
326,Whole baked cauliflower with tomato and olive sauce,https://www.jamieoliver.com/recipes/vegetables-recipes/whole-baked-cauliflower-with-tomato-and-olive-sauce/,vegetables
327,"Warm salad of roasted squash, prosciutto and pecorino",https://www.jamieoliver.com/recipes/vegetables-recipes/warm-salad-of-roasted-squash-prosciutto-and-pecorino/,vegetables
328,Verdura mista,https://www.jamieoliver.com/recipes/vegetables-recipes/verdura-mista/,vegetables
329,Vegetable jalfrezi,https://www.jamieoliver.com/recipes/vegetables-recipes/vegetable-jalfrezi/,vegetables
330,Vegetable curry,https://www.jamieoliver.com/recipes/vegetables-recipes/vegetable-curry/,vegetables
331,Vegetable bhaji salad,https://www.jamieoliver.com/recipes/vegetables-recipes/vegetable-bhaji-salad/,vegetables
332,Unbelievable root vegetable salad,https://www.jamieoliver.com/recipes/vegetables-recipes/unbelievable-root-vegetable-salad/,vegetables
333,Tunisian brik,https://www.jamieoliver.com/recipes/vegetables-recipes/tunisian-brik/,vegetables
334,"Tray-baked artichokes with almonds, breadcrumbs and herbs",https://www.jamieoliver.com/recipes/vegetables-recipes/tray-baked-artichokes-with-almonds-breadcrumbs-and-herbs/,vegetables
335,Tomato soup,https://www.jamieoliver.com/recipes/vegetables-recipes/tomato-soup/,vegetables
336,The real mushroom soup,https://www.jamieoliver.com/recipes/vegetables-recipes/the-real-mushroom-soup/,vegetables
337,The quickest tomato sauce,https://www.jamieoliver.com/recipes/vegetables-recipes/the-quickest-tomato-sauce/,vegetables
338,The perfect potato gratin,https://www.jamieoliver.com/recipes/vegetables-recipes/the-perfect-potato-gratin/,vegetables
339,The best winter veg coleslaw,https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-winter-veg-coleslaw/,vegetables
340,The best whole-baked carrots,https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-whole-baked-carrots/,vegetables
341,The best baked pumpkin,https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-baked-pumpkin/,vegetables
342,Sweet pea and pecorino salad,https://www.jamieoliver.com/recipes/vegetables-recipes/sweet-pea-and-pecorino-salad/,vegetables
343,Surprise pudding,https://www.jamieoliver.com/recipes/vegetables-recipes/surprise-pudding/,vegetables
344,Superb squash soup,https://www.jamieoliver.com/recipes/vegetables-recipes/superb-squash-soup-with-the-best-parmesan-croutons/,vegetables
345,Summer tomato and horseradish salad,https://www.jamieoliver.com/recipes/vegetables-recipes/summer-tomato-and-horseradish-salad/,vegetables
346,Summer pea and watercress soup,https://www.jamieoliver.com/recipes/vegetables-recipes/summer-pea-and-watercress-soup/,vegetables
347,Summer chickpea salad,https://www.jamieoliver.com/recipes/vegetables-recipes/summer-chickpea-salad/,vegetables
348,Street salad (Insalata di strada),https://www.jamieoliver.com/recipes/vegetables-recipes/street-salad-insalata-di-strada/,vegetables
349,Stir-fried vegetables,https://www.jamieoliver.com/recipes/vegetables-recipes/stir-fried-vegetables/,vegetables
350,"Stir-fried corn with chilli, ginger, garlic and parsley",https://www.jamieoliver.com/recipes/vegetables-recipes/stir-fried-corn-with-chilli-ginger-garlic-and-parsley/,vegetables
351,Steamed aubergine,https://www.jamieoliver.com/recipes/vegetables-recipes/steamed-aubergine/,vegetables
352,Squash laksa soup,https://www.jamieoliver.com/recipes/vegetables-recipes/squash-laksa-soup/,vegetables
353,Spring vegetable stew (Vignole),https://www.jamieoliver.com/recipes/vegetables-recipes/spring-vegetable-stew-vignole/,vegetables
354,Spring minestrone,https://www.jamieoliver.com/recipes/vegetables-recipes/spring-minestrone/,vegetables
355,Spicy roasted squash,https://www.jamieoliver.com/recipes/vegetables-recipes/spicy-roasted-squash/,vegetables
356,Spicy parsnip soup,https://www.jamieoliver.com/recipes/vegetables-recipes/spicy-parsnip-soup/,vegetables
357,Spicy broad bean fritters with lemon minted yoghurt,https://www.jamieoliver.com/recipes/vegetables-recipes/spicy-broad-bean-fritters-with-lemon-minted-yoghurt/,vegetables
358,Southern Indian vegetable curry,https://www.jamieoliver.com/recipes/vegetables-recipes/southern-indian-vegetable-curry-with-curry-leaves/,vegetables
359,Smashed celeriac,https://www.jamieoliver.com/recipes/vegetables-recipes/smashed-celeriac/,vegetables
360,Slow-roasted balsamic tomatoes with baby leeks and basil,https://www.jamieoliver.com/recipes/vegetables-recipes/slow-roasted-balsamic-tomatoes-with-baby-leeks-and-basil/,vegetables
361,Simple green side salad,https://www.jamieoliver.com/recipes/vegetables-recipes/simple-green-side-salad/,vegetables
362,Simple crunchy side salad,https://www.jamieoliver.com/recipes/vegetables-recipes/simple-crunchy-side-salad/,vegetables
363,Simple as that celeriac,https://www.jamieoliver.com/recipes/vegetables-recipes/simple-as-that-celeriac/,vegetables
364,Scrummy warm rocket salad,https://www.jamieoliver.com/recipes/vegetables-recipes/scrummy-warm-rocket-salad/,vegetables
365,Sautéed Jerusalem artichokes with garlic and bay leaves,https://www.jamieoliver.com/recipes/vegetables-recipes/saut-ed-jerusalem-artichokes-with-garlic-and-bay-leaves/,vegetables
366,Salsa verde,https://www.jamieoliver.com/recipes/vegetables-recipes/salsa-verde/,vegetables
367,Roasted vegetables,https://www.jamieoliver.com/recipes/vegetables-recipes/roasted-vegetables/,vegetables
368,Roasted squash (Zucca al forno),https://www.jamieoliver.com/recipes/vegetables-recipes/roasted-squash-zucca-al-forno/,vegetables
369,"Roasted cauliflower with cumin, coriander and almonds",https://www.jamieoliver.com/recipes/vegetables-recipes/roasted-cauliflower-with-cumin-coriander-and-almonds/,vegetables
370,Roasted baby leeks with thyme,https://www.jamieoliver.com/recipes/vegetables-recipes/roasted-baby-leeks-with-thyme/,vegetables
371,Roasted asparagus with rosemary and anchovies wrapped in pancetta,https://www.jamieoliver.com/recipes/vegetables-recipes/roasted-asparagus-with-rosemary-and-anchovies-wrapped-in-pancetta/,vegetables
372,Roast vegetable megamix,https://www.jamieoliver.com/recipes/vegetables-recipes/roast-vegetable-megamix/,vegetables
373,"Roast potatoes, parsnips & carrots",https://www.jamieoliver.com/recipes/vegetables-recipes/roast-potatoes-parsnips-and-carrots/,vegetables
374,Roast potatoes with sage & orange,https://www.jamieoliver.com/recipes/vegetables-recipes/roast-potatoes-with-sage-and-orange/,vegetables
375,Roast carrot & avocado salad with orange & lemon dressing,https://www.jamieoliver.com/recipes/vegetables-recipes/roast-carrot-and-avocado-salad-with-orange-and-lemon-dressing/,vegetables
376,Ribbon celeriac salad,https://www.jamieoliver.com/recipes/vegetables-recipes/ribbon-celeriac-salad/,vegetables
377,Raw beetroot salad,https://www.jamieoliver.com/recipes/vegetables-recipes/raw-beetroot-salad/,vegetables
378,Radicchio and rocket salad (Insalata di radicchio e rughetta),https://www.jamieoliver.com/recipes/vegetables-recipes/radicchio-and-rocket-salad-insalata-di-radicchio-e-rughetta/,vegetables
379,Purple potato salad,https://www.jamieoliver.com/recipes/vegetables-recipes/purple-potato-salad/,vegetables
380,Pumpkin pie,https://www.jamieoliver.com/recipes/vegetables-recipes/pumpkin-pie/,vegetables
381,"Potato, celeriac and truffle oil soup",https://www.jamieoliver.com/recipes/vegetables-recipes/potato-celeriac-and-truffle-oil-soup/,vegetables
